text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions,extracted_topic
F2DE30047DF9,"They shouldn't extend the school day two hours , because every student have a schedule they run everyday like going to work , playing a sport , or any a school club they are in. The student would like a four day school week but they don't want a extra two hour in school this is a disadvantages if they was considering doing a four day school and only get a few hours to them self and going to school really early. The good benefits of it is that the student gets to have a three day weekend for the whole school year and more time to finish there homework or the work they missing to catch up with there grade for that class. The other disadvantages is if those other two was added the student is not going to pay attention and lose there focus on the lesson also there work or fall asleep in class. If i went to a school that had extra two hours I probable not pay any attention to my teacher or lose my focus and go to sleep till school finish. A other good benefit is that they can shorty the school year and make the holidays week longer or spring break longer. Those are same of good and bad reason toward this topic about having a four day school week i think it could be a some what a great idea so they can have a extra day to relax. Overall this is my opinion and thoughts for having a four day school week.",2.5,2.0,2.5,2.5,2.0,2.5,the value of education
01C53183305A,"They are some Schools offer for Students to Lerning as option for Students from home. They are many thinks you can't Lerning at home you can use by way of video or online.

First, Know in this world the technolgy availadle everywhere and you can use anytime you want to go online and attend the classes on the time.

Secand, They are many student they have a lot of job or they have baby's or anything, They can't go to schools to lerning. So, they should take classes by way of online or video they can open the classes on the job or at home.

Thrid, The student should behefit from deing and serios to do the work and homewark from home because this is nice from them they make it for you easy to learning evry thing on the time.

Last, If you want to learn or take any thing in this life you can do any time you want and anywhere, You can take many classes at home, and finsh you'r education. The Schools are the Bast houes in the world.",2.0,2.0,2.5,2.0,3.0,2.0,the value of education
A88BE59EEBAE,"when people ask for advice, sometimes seeking multiple opinions can help someone make a better choice by seeing if most peoples opinions are the same and its a good advice some opinions maybe better then others , you can also recave better advice from differnt people like your best friend can give you an advice that will help you lot but the other person that you dont really talk to that person doesnt really know how to help you like your best friend does , each opinion can help you with something different like some one may give you advice about a sport you may not need it right now but you could use it later in life so each opinion can help you later in life it may not help you never know , for example if you need advice on how to do better in school or how to get your grades up you would ask a teacher or your friends but someone else can give you bad advice or it doesnt helpe youor on how not to do well in school so its better to ask multiple peolpe then just one because you have a higher chance of getting good advice frome differnt people and you have more to opinions then just asking one persone beacse he may not have th best advice but he will try to help but you have a lower chand you can see wich helpe more and wich dont really dont helpe you would be getting good advice that will sadisfide you, so in my opinion asking multiple people for advice is better is a better chose then just asking one persone.",3.0,2.5,3.0,3.0,3.0,2.0,a topic of personal interest
F2B360408003,"Imagine taking advice from two people, which person should you choose? Asking advice from two people is a hard digestion to make, but he will go with his gut feeling and make the right choice. Seeking multiple opinions can help someone make a better choice because he will know which advice to choose. Also he will have better opinions of advice, then bad ones. If he chooses older person and not younger person, it's because older people have more experience.

First, reason is he will know which advice to choose. He will go with his gut feeling and make the right choice. For example, if he asks advice from his best friend and his friend he would go with his best friend's advice because that is his gut feeling. He also knows if it's smart, or not. He knows he has to listen to his heart not his head.

Second, reason is he will have better opinions of advice, than bad ones. If he chooses older person and not younger person, it's because older people have more experience. For instance, if seeking advice from his mom ans his best friend he would choose his mom's advice. His mom has more experience. The older people are also wiser too.

In conclusion, seeking multiple opinions can help someone make a better choice because the person will know which advice to choose. Also he will have better opinions of advice, then bad ones. If he chooses older person and not younger person, it's because older people have more experience. In the future advice can change your life. It's difficult digestion to make, but when you seek multiple opinions you will choose the better choice.",4.0,3.0,3.0,3.0,3.5,3.5,a topic of personal interest
346D75CE413A,"It's good to have afterschool homework club, because it could help to understand the homework and be great at it. For example, I went to afterschool homework club in every tuesday and thursday at my old school for English. I thought it will be bored, but then it was fun and easy to understand. Sometimes in homework clubs, They do fun lesson to under what to do on the homework. For example, at my old homework club, We sometimes have a field trip to the public library to some fun lesson. In homework club, you sometimes get help from the teacher, or classmates. At my old homework club, We sometimes video chat to some famous authors. Sometimes we play fun games with the principal. But there are thing to get used to, Like you need to know if someone is picking you up, or you are ride the bus. For example, I forget my mom is not picking me up, because she was at work. It took me two hours for a ride, because everyone in my family was busy. And you leave two hours later the your regular time to leave school. The goal in Afterschool homework clubs is helping student to understand the subject that have trouble on.",2.5,2.5,3.0,2.5,2.5,2.5,the value of education
6D114CB7EBB3,"The Character of beyone my control it take influence to make it right. This prompt support that i am able to have my own character. The british naturalist is right because people make bad chooice sometime it dosen't mean they are bad. My character will show that how much i can do the right thing. Influence beyond control your mind but it mean you have to strong and kind to other. I control myself to do bad and good things i can only control me and my action that can be a issue. I make misstake and l can learn from my own mistack that are right. This is also supports how i act to other and be truth to myself. Sometime you don't have to be selfish but their many selfish human being that do the wrong things and they know what they doing even that were wrong. I tell myself that you are not perfact but doing the right things that isn't issue but the issue is when people take it wrong way and you can't do or said anythings. If i really things about that what is my character i'll able to said that i am not perfact but i do the right things and i care about other people feeling may hurt by me and action and influence that i can control myself to not make misstakes that i'll regrade later. i support that my character is influence because i control myself and the rest of is you body do the rest in science that are study knowledge about human body but it's nothing to do with this but your character tell you how to choose and be youself. Sometimes i am not proude of who i am but it's not about who you are it about what you do and and what you said. I can control myself to do the right thing and their many teenager that dosen't know how to be yourself because it takes lots of controling your character. Your character tell you to support your respond to other that you choose away you can control yourself. My character will show that how much i can control myself to be myself and not to be the person that other want me to be. I can't give up i have to be postivie to myself and other and not to things nagative went i have to thing postivie to myself. I do agree with this quote because my character will be what i can just be myself and choose the right thing to make it right. My character makes me who i am now even went i wasn't my self. My pass what make me more strong and to be brave to control my self to choose make it all the way. It wasn't easy i work really heard to be the person that i am now my jerueny the reasons that i know how to be able to controling my self. Life isn't easy to know everything you have to thougt your self to live in this world there many people even don't know what is to be able to love yourself and do the right thing. The Britesh naturalist and politician and John Lubbock wrote this quote and i do believe that i can control what i said and i also control what are my action are that not usless to me because it's importan to me by influence beyond control take a position on this issue. For example i did losed control went i am not thinking postivie and choosing to be nagative that's why people need to know how to be able to control them self. Thinking postivie is't force it's come by influences and the people you around with not always the you round with their know how to control them sefl but it is not them that you can't depond on you have to learn your own and not all people are bad to hanging out with. I believe that one person can change the whold world just by their bravery and thinking postivie to them self i may not be prefact but i know how to control myself just by thinking postivie and think before i said or do anythigs. Some teen that are don't know how to control them self but you really don't have to know how to control your self they're many reasons influence that control youe self that you don't have control over what you have is you control you i know went i frist nocite that i have to make everything right but it is not what i have change it is what i am. Character influence beyond and it takes many reasons to be able to do the right thing i support that influence do control our character that we have and it make it more hearder to believe that i know what is the right and wrong thing as the time goes but my responds has to be the same i can't not change what other people do or said but what i can do is just be myself and think postivie that what makes it my character right. Character formed by influence beyond my control i do have many ressons to support this prompt do i choose my own character formed that is real by influences beyond control that i have over myself is my action and my thoughts that able to do the right thing as my character choose to be make it right. John Lubbock was right i do control my character formed by influences beyond that my brain tells me to do. it is positible to my character will be what me and myself choose to make it right, my responds with this prompt that is i can control my character will be show as i think postivie and do the right thing to improve my self that i can control my to be make it thru all the way as i'm useing character formed by influences beyond. I can control my actions and my thoughts that will not hurting other but if they're someone is not nice to me i can just use my postivie thought and postivie mind to control my nagaitve thoughts and use my postivie thoughts not to be bad as their to me. I do also support this prompt i am controling myself to be the person that i am and not to be the person that what other people want you to be. My influences that control my action that i am able to do the right thing and think postivie as same time my undestaning one anouther that support that what other may feel. I choose to make it right because that is who i am and it make me more stronger every time i am controling my action and that may not be the problam as the respond stay the same ans iam supporting this because i also do believe in myself that i do really can think postivie and do the right things by influence beyone my control.",3.0,2.5,3.0,2.5,2.0,2.0,a topic of personal interest
59E62F702421,"Students should be allowed to do that because they want to learn so much from the professions. They want to learn because this could be their future if they want to. Schools should often do it and will affect these students careers. Kids have these types of dreams that they want to do and learn to get into. They often have the right to ask anybody why these things will help students have a good career and a college degree. The main reason is that this can help kids so much and tell their parents what they learn.

The reason why schools should allow to do this so that kids can go to college and when they are done they can do the job forever and they get the emotion inside of them. Learning so much is the only thing that should help students in school to get all the information inside of their head so that can get them where they want to be. Some don't really have a good thing what they want to do when they are trying to think what they want to do in their life, but it can be a hard choice to decide. Things can really get so good when ever we decide what we tell our parents what we want to do for our lives and other people's too. What we think is that when we go out in the world and see what we think about or something that shocks you when you get so surprised about it and you get it in you head and thats what you want to do.

The job that kids want to do when ever they grow up is the only thing they want to do or something else that's more better than the other one. Things can often have many reasons why kids should get jobs and buy their own things so parents don't have waste any more of their money on them. It's a good thing that parents should make kids work for a job to get money and save up to go to college and have a good time. The thing is that schools have the right idea to teach kids what they should and what they should learn about. This is why it's the right idea to make schools teach students other things that they should. For kids that wanna play sports should really work hard on keeping track on what they should do at school of homework, projects and many other stuff. It's a good thing that kids should keep track on what they to do in order to pass the grade and graduate.",3.5,3.5,3.5,3.5,3.5,4.5,the value of education
3CACE02FBD5C,"There is a debate about if do we accomplish more if we are always doing something or does inactivity also serve a purpose. Some people think that is not necessary be always doing something. They feel that they need to have some extra time to be with their family and be a person that always is doing something will take away that time. In my opinion is more satisfactory be always doing something because the more you are busy doing good things or thinking and what you can do is a help to not get involve in horrible things or and drugs, you will have the opportunity to be able to give all your family need and deserve, and also you will have the satisfaction of be a good example for your kids and a support to the society.

The people that is involve in drugs, the people that get out to the streets to steal to can survive those people easily give up and did not try to find another way to get ahead, that people who make drugs, to sell drugs or the ones that consume drugs that people are living a dangerous life they are always hidden for the police or hidden because bad people are looking for them. They probably did not have another option or just they did not effort on doing something and all that thoughts became to do what they thought was easy.

Being a person that is active and always is making new things that person can be certain that they family will have everything. That person know that their kids will have the opportunity to go to school and get a excellent education. That person know that in the house will never be short of food, clothe and health. All that and more you and your family will have if you make the right choices and keep always doing new things or always be doing things and keep busy.

Now in our society good and hard working people is almost are scarcity because now some people the work in some countries the people doe not want to work they prefer be in their home doing nothing. But the people who is working those people are making the change for this society that people will become a example for all the kids but they will be a support a big support for the community.

There are some reasons why I think that the people that is always doing something accomplish more that the people that does not do anything. Is a complete satisfaction to know that all the you have is because yo worked for it and you work hard and like Thomas Jefferson said the determination never be end is wonderful how much may be done if we are always doing something. We can make a lot of things but we just have to have dedication and love what you do. ",3.5,2.5,3.0,3.0,2.0,3.0,a topic of personal interest
C3429FEF8AEE,"I recently learned that some educators feel like the summer break is to long and that the students do not retain information as easily when they return to fall some people argue that there should be year-round schools. where there would be 3-4 week break in the summer a longer winter break and a week off in the spring and fall. In my opinion summer vacation should remain longer. I truly believe that a longer summer vacation can be beneficial for those students that want to work and save money when winter comes.

One reason why summer vacation should be remain long is that when school ends some students choose to work on summer vacation to save as much money as they can, so they can stay in their house when winter comes. If they have only 3-4 week of break they will not be able to save money when winter comes. Having to work during winter is difficult for those students that do not like winter. In instance when I started to work I did not like to work in winter days. In my country the weather it is hot and I am adapted to my country's weather not to cold weather.

Another reason is that when winter comes and it snows sometimes the roads are too slippery some students drive during the snow days if they work during winter season they might have an accident due to the weather. If they work during the summer they will nothave to work during winter days.

However, some students will argue that is better a shorter summer break than a longer break,

a longer summer break can be helpful to do a lot of things such as, work or relax.

Thank you for considering my opinion on this matter if you have any questions let me know and I will happy to talk about this matter.

Sencerely,

Generic_Name                                              ",3.5,3.5,3.5,3.5,2.5,3.5,the value of education
FE6D9B200002,"The school ends at 4 o'clock and most of the students arrive and home 4:30 pm. I disagree to change the time of the school because the school ends at 4 pm and if one and half hour more the student will arrive home at 6 o'clock. The student need some time to study for test and do there homework. The homework and the test will take them 2 hours. Mae by there grades are low and he or she want her grades not to be low he or she will do extra study for 30 minutes. The total time is for studying is 2 hours and 30 minutes and that is 8:30 pm. If he or she want to go out side to play she can't. Know whey his or her parents dose not allow him or her to go out side Intel they do there homework. If you dont Chang the time him or her can go out side to play.

The students will school all gloomy or tared because. gloomy because they did not go out side because the school board change the time and they won't considerate on there study and the students pr antes will be upset form the school because of the time that school board changed. Tared because of the time the won't considerate on studies pr antes will be upset because of the time.

if you don't change the it will all batter full consideration and no glommynis. The students will get to play out side with there frindes no complantes from the parents. Student will get sleep. So you should not change the time.",3.0,2.5,2.5,2.0,2.5,2.0,the value of education
6330EB716872,"Kindness,you may know it and I might know and everyone might know, but what is kindness? and why does kindness have such a huge impact on others?

First of all, what is kindness? well kindness is when you give back to others like doing big things like donating to charity or something small like holding the door for others, but what really is kindness? those are just simple things we do, but why? why help others? We choose to help others so then they can help others and we can show the world to be better. Kindness is the key to making someone happy or feel like giving back we help others so they can try to give back.

Secondly why does kindness have such a huge impact on others?

Well we all like giving back, some might disagree or agree but we just want the world to be a better place not just for ourselves but for your kids. You just want you and your kids to be nice, because one day they'll look back and be thankful that someone helped them by holding the door or complimented them and just like that they feel something inside them they feel happy just by one thing someone does they can have a HUDGE impact on them.

In conclusion, Kindness has a HUDGE impact on others and what really kindness means to you and me and by just doing the smallest things you can change someone and they can can also change someone because of you!",3.5,3.0,3.5,3.5,3.5,3.0,a topic of personal interest
62F7911DE51F,"Once author Ralph Waldo Emerson Said ""unless you try to do somthing beyond what you have masterd you will never grow"", and he is right. To truly understand what thee author is trying to is saying you must understand that to say that you have mastered something is to be able to do it without failer. In order to grow you must set goals for your self. Even if those steps that you take are small they help you walk the path of achiving greater things. Not everything comes easy it may take years to master or even learn, but with the right amount of confidence and self confodince you can reach mastery.

If you can ride a bike than learn how to ride a mottercicel, if you are able to make a cupcake than learn how to bake a cake, if you know how to float then learnand teach your self how to swim. Small tasks like these can help you improve skills that you already know and have. By improving those skills you can reach higher places and do bigger things. Untill you push your self you will never reach the goals you set but with the right amount of dedication you can reach your goals and move beyond what you already know. Just becuase you can't do one small task doesn't mean that you can not master it you havr to keep trying and trying till you can master it but until then you will never grow. Now it's up to you to decide weather or not you want to grow as a person or not weather to grow or stay the same and never to achive your goals in life.",3.0,3.0,3.0,3.0,2.5,2.5,a topic of personal interest
A6A6C7852F05,"I say no becuase you cannot jude somonw by there first impressions has a person. It would be nice getting to know the person and if their imature its fine from first impressions. Getting to know who the person is by askin them about them self not just be like of there not good enough. For a example if someone is tired and your gunna be like oh their lazy you cant just base them from there firsr impresstions.

Is it impossible to change no its not impposble because it i ur mentality. In life nothing is inpossible you can easily chnage to a whole diffrent lets say, your a very mean person you can always change and be super nice to everyone. You can always change for who you are and for me i was very quiet i would never wanna go talk to poeple because i was really shy with people but now i like to talking to everyone else and i dont care who the person is i always introduce my self.

So i strongly agree with this statement you cannot jude someone by their first impressions some people thought i was really mean when they first met me bcause i would be tired end of the day and i wouldnt walk people because i was lazy and i didnt have that enery to talk. Thats why i changed my mentality so people would not call me lazy because its anoying so thats why i changed my whole life around i didnt wanna be so the same so i just changed, that made me super happy just for having a new life style.

When someone says it is impossible to change their wrong because they dont belive in them selfs that they can change has a new perosn i didnt think i was going to be a whole new diffrent person. and now i do really like who i am always smileing. Back then i would not like to smile i was a really boring person. I wont lie i have based poeple have their first impressions and be like dam there not cool people and end of the day they are cool people. So it is not good juding someone to fast so in my opion i say yes i stronlgy agree.

from Generic_Name                                                                                                                            ",3.5,2.5,3.0,3.0,3.0,2.0,a topic of personal interest
DA994B5C3784,"People who value self-reliance define it as the need for each individual to follow his or her own instincts and ideas. That's why I believe that people should always try to seek guidance from experts and authorities about life's important matters. I understand that some people may like making their own decisions but it's always good to take advice from experts. It's always good to talk to someone in case of an emergency. For example I was sick at home with a lot of pain and I refused to go to the hospital, until I talked to a doctor about how I was feeling and he suggested that I go to the hospital to get checked up and I did and it made me feel a lot better. Sometimes it's good to take an experts advice in a matter like I was in, you don't always have to take their advice but its good to just talk to someone about it and keep in mind what they say for future references. It's always good to follow your own instincts but sometimes it's not. Their are people who have experienced the same thing you might be going through right now and are certified or trained to help. For example my aunt is currently training to be a consular for high school kids and her goal is to gain the trust of her students so they can come to her when they need help. She always tells me that she was a high school kid at a point and she knows what its like and the problems kids might be going through, so that's why shes training to help them in making the right decisions. When I need help making a life decision about something like college I go to my consular who's been in college and knows what could be right for me, I always take in mind what they advice me and make a decision. It doesn't always necessarily need to be help for an adult it can always be help from a sibling or other family member who has been through what you have and who you know will lead you in the right direction. I understand that some people may like making their own decisions but it's always good to take advice from experts. ",3.5,4.0,4.0,4.0,4.0,4.0,a topic of personal interest
AD175892EC1C,"Attending school and Attending online classes.

Attending classes from home by the way of online or video conferencing is not a really smart idea. You can learn better by making eye contact, and asking questions from the teacher rather, than just trying to learn online. Education is one of the most important things in our life that we can't continue it in a good way by attending online classes. Attending online classes might look a smart idea for some learners because they might be able to stay home, and study, but there is absolutely a reason that we build schools. Students might get benifts by attending online classes, but not as they will by going to school. Attending school instead of attending online classes have a lot of benefits that can change an idea of attending online classes.

Attending school can give us a freindly character by being able to talk in front of a group of people. When we attend school, we start talking, and communicating with people by the time we get in the bus. We can find freinds, and get help from them when we need. We will be able to ask any question from the teacher at any time that we want, and they can give us the answer without waiting or searching it online. We will get ready for bigger communities such as college and university by attending school. Teachers don't just teach us a lesson, but they show us how to talk in a good way, and how to have a good character in our life. which online classes would't help us in such a way. We will have a lot of events at school that we can celebrate with the whole school. We can't celebrate any event while attending online classes.

Our chatacter, and the way we are is really important, and attending school will help us to have them in a best way. Talking, and asking questions in front of the whole class or several classes will help us a lot to get ready for college, and more other presentations. Comunicating is something that we will need to use in every day of our life. School is the best way to learn how to comunicate. When we go to college or university there will be a community bigger than a school. Therefore, attending school is a very good option rather than attending online classes. School is not just a place to study books, but its a place where we learn how to live like an educated human. Friends are like family. while we are attending school we will make a lot of freinds but we can't make any freind while attending online classes. Celebrating some events will give us the best memory while we can have that by attending school but not online classes.

Attending online classes have a lot of disabilities to teach a student they way they need to be teaching. A teacher can show us how to use a good language with other people but an online class wouldn't be able to do that. A big community like school can make us get used to talk in front of a group of people, while in online classes we are alone. We need courage in order to study. When we answer a question in the class or get a good grade in our class, the teacher, and students courage us but if we get a good grade in online class, there is no one to see our talent and courage us wihtout a small class massege. Attending online class might be good for some reasons. When we are sick or we have a poblem that we can't go to school; attending online class will help us, but not for a long time. Video conferencig has a big different with wactching what the teacher does in class, and what questions students ask.

There is a lot of ways that we can study but, attending school is the best way. Attending school is a complete education than other ways. we build schools because we can understand the importance of studying at school. School is a place where we start how to to earn someting that we want, and teachers help us with that by giving us courage. Attending online classes will just help us read something, and if we don't understand a word, then we need to search online for that either, whcih is going to take longer time than studying at school. I strongly prefer attending school than attending online classes because there are many benifits we can get by attenidg school rather than attending online classes. We can not learn all the good things on online classes that we can by attending school. Attending online classes will be a big process, diffuicult, less apportunties, and there is no one to encourage us or show us what is good for us. Attending school is a best way to have a bright future, a good way to communicate and a good preperation for college and bigger communities.",3.0,3.5,3.5,3.0,3.0,4.0,the value of education
327F4BCC9E4B,"The idea that businesses have made is very important. Finding means to conserve energy and resources are important in our daily life. Most people use energy and resources in their day to day activities which put more pressure on the use of energy and resources. This four-day work week will conserve the workload on energy and resources. I agree to the fact that my school should follow the four-day school week with each day consisting of ten hours.

When the school time is extended, it will make students have more time to do any unfinished assignments in a particular class. Students can do more work and cover many topics in a day. This will make teachers do a lot of work in a day. For instance, any project that you didnot finish can be done the next day in class, students will have enough time to ask questions about what they are being taught, they will have sufficient time to go to teachers and practice more if they have other questions related to what they were taught. This will make classes fun and more entertaining. Students will have adequate time to study and understand the concept of what they are being taught in class.

If this adaptation is considered in my school, it will cut down the usage of energy and resources. The school uses more energy and resources due to the population of the students. Some examples of such equipment that uses higher energy are as follows : Air Condition, Laptops, Printers and many others. These machines uses high barometric pressure. Throughout this four-day school week, we can conserve the energy we waste in the school.

Others may say students might get bored due to the increase in hours because they are used to the normal daily routine but hasn't considered the benefits of it. When this is taken into consideration, more energy and resources can be kept from wastage.

In summary, the four-day routine and extending of time will be beneficial to conserving energy and resources in the shool. This will make students work hard in class, reduce the work load on energy and resources, seek more help from teachers if they are finding difficulties in a particular class.                                              ",3.5,3.5,3.0,4.0,4.0,3.5,a topic of personal interest
9DB8409B95F6,"It was a really nice day so we went to the park. We were going down the slide at the park, and I was with my brother, and sister. If I haven't told you what their names are, I'll tell you right now! My brother's name is Generic_Name, and my sister's name is Generic_Name, My name is Generic_Name. My siblings are pretty annoying, but I still love them. It was really sunny, and warm, Then this cute guy came, and right away I text my friends about it.

My brother somehow started playing with Generic_Name. Generic_Name told me he already knew Generic_Name. He had a really cute little sister, and she's two years old, and her name is Generic_Name, and Generic_Name is ten years old.

I asked Generic_Name what his brother's name was, he told me it was Generic_Name. When Generic_Name told me his brother's name, my heart started beating really fast, I was really happy that I would do anything in this world.

Generic_Name comes up to me, and says hi, I was really nervous, me and Generic_Name were talking while are siblings were playing. We got to know each other, and now we're best friends.

I'm so glad I met Generic_Name! We have so much things in common, we both like the same sport, which is soccer. The saddest thing is that we don't go to the same school, I go to Generic_School, and he goes to Generic_School. We got each others instagram, snap chat, and our phone numbers.

We all wanted to hang out again, but tomorrow It's going to rain, and It's going to be really muddy, and wet outside. We got home, and we ate dinner, we all took a shower, and did our night routine. I had so much notifications from my friends, I totally forgot i sent them a text, I told them everything that happened. We had school tomorrow, and me and my friends were talking about it, but Generic_Name didn't seem as happy, as we all did. She told me she needed to talk to me, but in secret. So we went to the library. Generic_Name told me she knew Generic_Name, and she told me so much bad thing about Generic_Name. Generic_Name is Generic_Name's ex girlfriend.

I was very upset, and started crying, I went straight to my house, and Generic_Name came with me too, she's my best friend, and she's always there for me, when I really need her the most, I told Generic_Name what Generic_Name told me. Generic_Name told me that all those bad things she told me about Generic_Name aren't true, she did that, so I would stop liking Generic_Name. I called Generic_Name that I needed to talk to him, so I gave Generic_Name my address.

Generic_Name came over, I told him everything that Generic_Name told me, he told me she was lying, because she's jealous of me, and she liked him, but Generic_Name didn't feel the same way as Generic_Name did.

Generic_Name told me that he liked me since the time, he made eye contact with me. I really didn't expect Generic_Name telling me that, I thought he would never like me. I don't trust a lot of people just my best friends, and my most favorite teacher, because the people that care about you the most, are the ones that want the best for you, they're not jealous of you, like Generic_Name was. Girls shouldn't change over a guy that doesn't feel the same way as you do, and boy's shouldn't either! God has someone waiting for you!

If you really trust someone, don't loose their trust! A lot of people can give bad or good experience to you, but you have to see who's being a bad friend to you, and who's being a good friend to you. There are a lot of people that can give you bad influence, and a lot of people can give you good influence. Be careful in who you trust, there are several people that are there for you no matter what. If there is something wrong with you, talk to the person you feel more confident talking to, you can talk to your mom, dad, your principle, counselor, dean, or anyone you truly trust.

There's always a time where you accept some bad friendships, that give you bad influence, but it's okay. I did to for accepting my friendship with Generic_Name, if she really was a good friend, she would of told me she wants the best for me, and not lie about something that isn't even true, When someone lies to you, it's hard for you to gain their trust. You have to learn your lesson to the people that lie, your realize how you loose friends by just lying.

Me and Generic_Name are now dating, we are focusing in school, because school is important, and no matter what others say, me and him are going to be happy, and no one will ever change that. Be careful in who you trust, and never change for anyone, because you are amazing just the way you are!",3.5,3.5,4.0,4.0,4.0,4.0,a topic of personal interest
442CFAE61CC3,"So we heard that our principal is going to let all the students to participate in one activity of their choice. But I have both reasons that might go alright or not. Lets just say if I agree or disagree with the principal decision and hopefully that our principal has a good feeling about this decision.

Lets start with a positive reasons. First responsibility, if the students get a activity that takes a lot of serious responsibility like for example serve on the student council or working on the yearbook, activity like that those have real responsibility to take care of. Next is not knowing it was the students talent, all activity will fill up very quickly and if any teacher puts a student that is not their favorite class they will notice that their very talented on a activity that they didn't like. Last positive reason overwhelmed, the student will get overwhelmed and sometimes is alright but at the end they still love the class.

Second, start with the negative reasons. It won't be their favorite if a student want to be a class so bad but then a teacher decides to put him/her to different class it's likely that the student wont be liking the class not a bit. Overwhelming, it's going to the same thing but the opposite its almost the same topic as the last reason of not liking the class and overwhelmed is the part cause of not liking the class which lead to our third last negative reason, dropping out its most likely that they gonna drop out the class it will get so stress and overwhelmed that the student decides to quit and that lead to have a no responsiblilty in life.

So I do agree with principal student or people need to have responsibility in life and without it theres going to be no job for that person who decided to drop of the activity they got asigned.  ",4.0,2.5,3.0,2.5,2.5,2.5,a topic of personal interest
F0524CAE23DC,"why you should have good attitudes? first having good attitudes will make you more succsesful in your life and there's 2 reasons why you should have good attitudes and how it's going to make you more succsesful in life,second having bad attitudes won't get you anywhere, having bad attitudes will make finding a job harder for you,finding good deals harder for you,and if you are in a court and you have bad attitudes the judge won't be happy about it and will probably write something you don't like, here is the reasons why having good attitudes good for you, first it will make people like you,second you will gain respect from others,third finding a job will be easier.

1-People will like you,

people will like you for having good attitudes because you are showing them respect,therefore if you are showing respect they will start liking you and respecting you back and will help you become more succsesful in life and if you ever go to a job interview and you don't have good attitudes they won't hire you,but if you do have a good attitudes the chances of you getting that job will increase and you will most likely get that job.

2-respect,

gaining respect from others makes you a succsesful person becuase they are not trying to make you fail, but if you have bad attitudes they will disrespect you and try to make you fail,however gaining their respect is not easy, you have to have good attitudes,you need to respect them so they can respect you and you need to help them so they can help you,getting their respect will make you more and more succsesful in life, so you should respect them first.

3-finding a job,

finding a job with bad attitudes is going to be really hard for you therefore you should have good attitudes to increase the chances of you getting that job, or getting into a good college, both of them will be harder because of your bad attitudes, let's say you are trying to get into your dream job or the college you want, having good attitudes will make it 100% easier for you, but if u have bad attitudes you will end up getting rejected or kicked out.

in conclusion I think having good attitudes will make your life way easier than having bad attitudes so having good attitudes will make you more succsesful in life and you will get people liking you and you will gain respect from that and your chances of getting a job will increase.",2.5,2.0,3.0,3.0,2.0,2.0,the importance of having a positive attitude
0514D25768A0,"Technology has been one of the most facts popular during the 21st century. It is well-known for every ages around the world. However, the use of technology had have negative effects on people's lives. There are three reasons very clear about it.

First, technology has a lot of wed-sites which attracted to most people. Therefore, when you walk in the park or wherever you go, you will see most people with their eyes into their phone, ipad, computers or another device. As a result, there are many road accidents or even some parents lose their children in the mall.

Second, students are not productive in their classes. They do not need to read a book, to find the information what they need because everything is in the internet. In other words, technology is more intelligent than our students.

Finally, technology has ended up with our social life. Nobody what to talk with other person without use his phone. In adittion, the comunication between parents and children, can not be possible these days because they are very busy surfing on internet. They spend a lot time in their devices, when they are in the store, in the house, in the work, even in a date.

However, some people think that technology is not bad at all because it help to save people. For example, in a hospital, doctors usually use technology to do X-ray, operations and to test different body part's. This help them to do more professional their work. Also, it help to do many work outside the country. For example, if the government in our country want to send information to an allied country, it will be easier by e-mail.

In conclusion, technology could cause death to people who do not know how use it. Also affects to the student's learning and limited the human contact. In other hand, It can be use for positive things, as along as we use it with responsability.",3.5,3.0,2.0,3.0,2.0,3.0,the impact of technology on society
